comp1_c0_seq1	GO:0009507, GO:0016020
comp7435_c0_seq1	GO:0008270, GO:0000911, GO:0006486, GO:0005681, GO:0006396, GO:0000226, GO:0004004, GO:0003723, GO:0005524, GO:0009506, GO:0005515, GO:0005739, GO:0005829
comp7436_c0_seq1	GO:0005515
comp7438_c0_seq1	GO:0001666, GO:0019375, GO:0046524, GO:0016157, GO:0005982, GO:0005985
comp7440_c0_seq1	GO:0016043, GO:0044237
comp7441_c0_seq1	GO:0031929, GO:0031931
comp7445_c0_seq1	
comp7446_c0_seq1	GO:0005515
comp7447_c0_seq1	GO:0000166, GO:0005634, GO:0003677, GO:0008408, GO:0090305, GO:0003887, GO:0008270, GO:0006260, GO:0071897, GO:0042575
comp7450_c0_seq1	GO:0005634, GO:0003677, GO:0008270, GO:0034968, GO:0042393, GO:0018024, GO:0006355, GO:0005694, GO:0006554
comp7454_c0_seq1	GO:0009506, GO:0016021, GO:0005886
comp7456_c0_seq1	GO:0016021
comp7459_c0_seq1	GO:0019901, GO:0003725, GO:0005730, GO:1904030, GO:0004860
comp7460_c0_seq1	GO:0016627, GO:0005737, GO:0006629, GO:0016021
comp7461_c0_seq1	GO:0005488
comp7462_c0_seq1	GO:0033043, GO:0009791, GO:0006310, GO:0006355, GO:0009653, GO:0006325, GO:0006302, GO:0007127, GO:0003006, GO:0005515, GO:0098813, GO:0070647, GO:0010212
comp7464_c0_seq1	GO:0004129, GO:0005507, GO:0045277, GO:0005739, GO:0009853, GO:1902600, GO:0006123, GO:0009535
comp7466_c0_seq1	GO:0008270, GO:0005515
comp7467_c0_seq1	GO:0008270, GO:0005515
comp7468_c0_seq1	GO:0016020
comp7470_c0_seq1	GO:0004601, GO:0006979, GO:0006804, GO:0009534, GO:0098869, GO:0055114, GO:0051920
comp7474_c0_seq1	GO:0043231, GO:0044444, GO:0005488
comp7475_c0_seq1	GO:0000790, GO:0042393, GO:0016573, GO:0010485, GO:0006348, GO:0000123
comp7476_c0_seq1	GO:0016021, GO:0005783, GO:0031410, GO:0006886
comp7478_c0_seq1	GO:0009536
comp7479_c0_seq1	GO:0008150, GO:0019031
comp7480_c0_seq1	GO:0008150, GO:0005634
comp7481_c0_seq1	GO:0009570, GO:0000023, GO:0006118, GO:0019252, GO:0046872, GO:0043085, GO:0009055, GO:0009941, GO:0030385, GO:0055114, GO:0051539, GO:0030386
comp7482_c0_seq1	GO:0000166, GO:0003676
comp7484_c0_seq1	GO:0005524, GO:0004672, GO:0006468
comp7485_c0_seq1	GO:0016569, GO:1902589, GO:0044238, GO:0044237, GO:0044710, GO:0050789, GO:0071704
comp7486_c0_seq1	GO:0003677
comp7487_c0_seq1	GO:0005506, GO:0016705, GO:0016020, GO:0055114, GO:0020037
comp7490_c0_seq1	GO:0009706, GO:0015245, GO:0010208, GO:0055088, GO:1902001, GO:0006950, GO:0071668
comp7493_c0_seq1	GO:0016020
comp7495_c0_seq1	GO:0005634, GO:0003677, GO:0005515, GO:0016020
comp7496_c0_seq1	GO:0006406, GO:0031080, GO:0006606, GO:0016020, GO:0017056, GO:0006355, GO:0000973, GO:0005487
comp7497_c0_seq1	
comp7498_c0_seq1	
comp7501_c0_seq1	GO:0006406, GO:0009409, GO:0031080, GO:0045893, GO:0006606, GO:0017056, GO:0048316, GO:0044763, GO:0048507, GO:0070646
comp7504_c0_seq1	GO:0003676, GO:0005634, GO:0008270, GO:0005515
comp7506_c0_seq1	GO:0016021, GO:0004185, GO:0051603
comp7509_c0_seq1	GO:0009507, GO:0016757, GO:0008152, GO:0005773
comp7511_c0_seq1	GO:0009570, GO:0005524, GO:0030956, GO:0006536, GO:0070681, GO:0005739, GO:0032543, GO:0016740, GO:0006655, GO:0050567
comp7513_c0_seq1	GO:0005515, GO:0005886
comp7514_c0_seq1	GO:0031072, GO:0051082
comp7516_c0_seq1	GO:0005788, GO:0009408, GO:0005515, GO:0016021, GO:0009644, GO:0042542, GO:0006457, GO:0005886, GO:0034976
comp7517_c0_seq1	GO:0006887, GO:0000145
comp7518_c0_seq1	
comp7521_c0_seq1	GO:0008270, GO:0042393, GO:0006355
comp7522_c0_seq1	GO:0015940, GO:0019482, GO:0003837, GO:0005829, GO:0006212
comp7526_c0_seq1	GO:0006606, GO:0005829
comp7528_c0_seq1	GO:0005634, GO:0016459, GO:0016905, GO:0051604, GO:0009553, GO:0009069, GO:0006468, GO:0080008
comp7531_c0_seq1	GO:0000166, GO:0003676, GO:0008270
comp7532_c0_seq1	GO:0000166, GO:0003676, GO:0009987
comp7537_c0_seq1	GO:0016579, GO:0046872, GO:0016020, GO:0036459, GO:0006511
comp7539_c0_seq1	GO:0016021
comp7544_c0_seq1	GO:0016020, GO:0016021
comp7545_c0_seq1	GO:0016021
comp7546_c0_seq1	
comp7549_c0_seq1	GO:0005634, GO:0005667, GO:0003700, GO:0008270, GO:0045893, GO:0043565, GO:0006355
comp7551_c0_seq1	GO:0009086, GO:0005524, GO:0018108, GO:0009506, GO:0004712, GO:0000394, GO:0004715, GO:0006084, GO:0019344, GO:0016132, GO:0005886, GO:0016126
comp7552_c0_seq1	GO:0045492, GO:0016558, GO:0008270, GO:0006635, GO:0006508, GO:0010413, GO:0005829, GO:0004177, GO:0005774, GO:0008237
comp7554_c0_seq1	GO:0005524, GO:0005737, GO:0009069, GO:0004674, GO:0006468, GO:0035556
comp7556_c0_seq1	
comp7558_c0_seq1	GO:0044238, GO:0044237, GO:0071704
comp7562_c0_seq1	GO:0003676
comp7563_c0_seq1	GO:0005515, GO:0016021
comp7565_c0_seq1	
comp7566_c0_seq1	GO:0005515
comp7567_c0_seq1	GO:0019219, GO:0006260, GO:0016570, GO:0051382, GO:2000112, GO:0000776, GO:0019237, GO:0009536, GO:0043414
comp7568_c0_seq1	GO:0070772, GO:0043550
comp7570_c0_seq1	GO:0006626, GO:0032040, GO:0034968, GO:0009640, GO:0009909, GO:0070475, GO:0070037, GO:0005730, GO:0019843, GO:0000338
comp7573_c0_seq1	GO:0061024, GO:0005515, GO:0006996, GO:0044424, GO:0010256
comp7574_c0_seq1	GO:0003677, GO:0009507, GO:0005515
comp7575_c0_seq1	GO:0004843, GO:0016579, GO:0005634, GO:0000956, GO:0006511
comp7576_c0_seq1	GO:0005524, GO:0006855, GO:0008152, GO:0042908, GO:0031410, GO:0008559, GO:0015415, GO:0043190, GO:0035435
comp7577_c0_seq1	GO:0003723
comp7580_c0_seq1	GO:0000166, GO:0003676, GO:0019344
comp7581_c0_seq1	GO:0055085, GO:0016021, GO:0008643
comp7582_c0_seq1	GO:0003676
comp7583_c0_seq1	
comp7584_c0_seq1	GO:0003677, GO:0005515, GO:0010019, GO:0031930
comp7585_c0_seq1	GO:0005634, GO:0005887, GO:0007165, GO:0098588, GO:0004175, GO:0005783, GO:0005794, GO:0031410, GO:0044446
comp7587_c0_seq1	GO:0003779
comp7588_c0_seq1	GO:0003677, GO:0005634, GO:0003700, GO:0006351, GO:0006355
comp7591_c0_seq1	GO:0006098, GO:0009220, GO:0006783, GO:0009116, GO:0006144, GO:0005886, GO:0000287, GO:0005524, GO:0009506, GO:0004749, GO:0005829, GO:0016310, GO:0016301
comp7596_c0_seq1	GO:0005634, GO:0008380, GO:0005515, GO:0080008
comp7604_c0_seq1	GO:0000287, GO:0005524, GO:0042803, GO:0009407, GO:0043295, GO:0006750, GO:0005829, GO:0004363, GO:0009723
comp7607_c0_seq1	GO:0000166, GO:1900151, GO:0003723, GO:0005737, GO:0010468, GO:0044267, GO:0034645
comp7608_c0_seq1	GO:0005515
comp7609_c0_seq1	GO:0005778, GO:0005789, GO:0050661, GO:0016021, GO:0015936, GO:0055114, GO:0008299, GO:0004420, GO:0016126
comp7610_c0_seq1	GO:0003677, GO:0005667, GO:0003700, GO:0006355, GO:0016310, GO:0006355, GO:0016301
comp7611_c0_seq1	GO:0006857, GO:0055085, GO:0015198, GO:0016021
comp7614_c0_seq1	GO:0003995, GO:0033539, GO:0006118, GO:0005507, GO:0000062, GO:0050660, GO:0009055, GO:0052890, GO:0055088, GO:0005739
comp7616_c0_seq1	GO:0055085, GO:0003735, GO:0016021, GO:0042254, GO:0005840, GO:0006412
comp7617_c0_seq1	GO:0004721, GO:0005737, GO:0046872, GO:0006470
comp7619_c0_seq1	GO:0005515
comp7622_c0_seq1	GO:0016021, GO:0031410
comp7623_c0_seq1	GO:0016021, GO:0016311, GO:0052866
comp7625_c0_seq1	GO:0016020, GO:0031410
comp7626_c0_seq1	GO:0009570, GO:0000023, GO:0009902, GO:0019252, GO:0006098, GO:0034660, GO:0010027, GO:0019288
comp7629_c0_seq1	GO:0016021
comp7631_c0_seq1	GO:0009705, GO:0071805, GO:0090333, GO:0016021, GO:0022821, GO:0005886
comp7632_c0_seq1	GO:0046872, GO:0016021
comp7634_c0_seq1	GO:0005524, GO:0004672, GO:0006468
comp7635_c0_seq1	GO:0016021
comp7637_c0_seq1	GO:0043161, GO:0009407, GO:0010260, GO:0080023, GO:0007031, GO:0033542, GO:0080129, GO:0051788
comp7641_c0_seq1	GO:0004601, GO:0006979, GO:0046872, GO:0006804, GO:0098869, GO:0055114, GO:0005576, GO:0020037, GO:0042744
comp7642_c0_seq1	GO:0080179, GO:0008168, GO:0006400, GO:0032259
comp7643_c0_seq1	GO:0005929, GO:0035091, GO:0061512
comp7646_c0_seq1	GO:0005634, GO:0009506, GO:0000381, GO:0000278, GO:0080009
comp7648_c0_seq1	GO:0005515, GO:0005737, GO:0042594, GO:0044763
comp7651_c0_seq1	GO:0008150, GO:0005829
comp7664_c0_seq1	GO:0031209, GO:0045010, GO:0010090
comp7666_c0_seq1	GO:0009507, GO:0006457
comp7669_c0_seq1	GO:0005634, GO:0005747, GO:0009853
comp7670_c0_seq1	GO:0016920, GO:0006508, GO:0005829
comp7671_c0_seq1	GO:0018108, GO:0010363, GO:0042538, GO:0009742, GO:0009862, GO:0043069, GO:0009069, GO:0004674, GO:0006612, GO:0009867, GO:0005622, GO:0009723, GO:0009734, GO:0009414, GO:0005524, GO:0000165, GO:0009409, GO:0009738, GO:0004712, GO:0004715, GO:0030968, GO:0010305, GO:0050832, GO:0031348
comp7674_c0_seq1	GO:0008150, GO:0005886
comp7675_c0_seq1	GO:0003676, GO:0046872
comp7676_c0_seq1	GO:0008283, GO:0006270, GO:0007000, GO:0000911, GO:0006275, GO:0009504, GO:0006346, GO:0005525, GO:0006306, GO:0009909, GO:0003924, GO:0000280, GO:0010389, GO:0031048, GO:0051567
comp7678_c0_seq1	GO:0004435, GO:0005515, GO:0035556, GO:0009395, GO:0004871, GO:0005622, GO:0035556, GO:0046339
comp7679_c0_seq1	GO:0007034, GO:0005622
comp7680_c0_seq1	GO:0008270, GO:0005515, GO:0044267
comp7681_c0_seq1	GO:0005802, GO:0005768, GO:0030173, GO:0006891, GO:0030244
comp7682_c0_seq1	GO:0005524, GO:0004672, GO:0006468
comp7683_c0_seq1	
comp7684_c0_seq1	GO:0090502, GO:0010492, GO:0065008, GO:0007154, GO:0043167, GO:0006464, GO:0051172, GO:0006355, GO:0048316, GO:0006259, GO:0006325, GO:0044700, GO:0009944, GO:0000166, GO:0005634, GO:0009628, GO:0003723, GO:0004525, GO:0005515, GO:0005737, GO:2000113, GO:0051607, GO:0016442, GO:0010267
comp7685_c0_seq1	GO:0006888, GO:0006906, GO:0048278, GO:0016021, GO:0005484, GO:0031201, GO:0000139, GO:0000149, GO:0006886
comp7686_c0_seq1	GO:0016558, GO:0006635, GO:0009506, GO:0006486, GO:0005622, GO:0005886
comp7689_c0_seq1	GO:0031965, GO:0005737, GO:0006606, GO:0008565, GO:0008139
comp7693_c0_seq1	GO:0008270, GO:0005515
comp7695_c0_seq1	GO:0005730, GO:0000478, GO:0000466, GO:0080008, GO:0005654, GO:0000463, GO:0006626, GO:0001510, GO:0009506, GO:0005515, GO:0006606, GO:0043021, GO:0051604, GO:0030687
comp7696_c0_seq1	GO:0008270
comp7698_c0_seq1	
comp7699_c0_seq1	GO:0005777, GO:0005739, GO:0008152, GO:0009536, GO:0016787, GO:0016853
comp7700_c0_seq1	GO:0005524, GO:0005737, GO:0016021, GO:0009069, GO:0004674, GO:0006468, GO:0035556
comp7701_c0_seq1	GO:0005524, GO:2001070, GO:0043609, GO:0006002, GO:0006013, GO:0005829, GO:0006003, GO:0006000, GO:0046835, GO:0042732, GO:0003873
comp7702_c0_seq1	GO:0016757, GO:0008152
comp7703_c0_seq1	GO:0005634, GO:0009220, GO:0016020, GO:0016021
comp7704_c0_seq1	GO:0005789, GO:0016021
comp7705_c0_seq1	GO:0005524, GO:0016021, GO:0009069, GO:0004674, GO:0006468
comp7707_c0_seq1	GO:0004190, GO:0030163, GO:0006508, GO:0031410
comp7711_c0_seq1	GO:0045261, GO:0006119, GO:0046961, GO:0015986, GO:0046933
comp7712_c0_seq1	
comp7714_c0_seq1	GO:0015992, GO:0009750, GO:0009853, GO:0042254, GO:0005774, GO:0005840, GO:0006007, GO:0006412, GO:0009744, GO:0009507, GO:0009749, GO:0009506, GO:0031966, GO:0003735, GO:0006839, GO:0016021, GO:0017077
comp7715_c0_seq1	GO:0005634, GO:0080040, GO:0005783, GO:0070417
comp7717_c0_seq1	GO:0003676, GO:0008270, GO:0006355, GO:0006352, GO:0017025
comp7718_c0_seq1	GO:0003676, GO:0005829
comp7720_c0_seq1	
comp7723_c0_seq1	GO:0003735, GO:0005739, GO:0042254, GO:0005840, GO:0006412
comp7724_c0_seq1	GO:0008152, GO:0008568, GO:0016787
comp7725_c0_seq1	GO:0005515, GO:0016020
comp7728_c0_seq1	GO:0000062, GO:0006508, GO:0016021, GO:0004185, GO:0008239
comp7731_c0_seq1	GO:0051499, GO:0009644, GO:0005829, GO:0019478, GO:0042542, GO:0009636
comp7732_c0_seq1	GO:0016740
comp7733_c0_seq1	GO:0005829
comp7735_c0_seq1	GO:0009607, GO:0008270, GO:0005515, GO:0009605, GO:0050794, GO:0044763, GO:0006952, GO:0010200
comp7736_c0_seq1	GO:0005515
comp7738_c0_seq1	GO:0030091, GO:0005634, GO:0019375, GO:0034599, GO:0009631, GO:0055114, GO:0070191, GO:0016036, GO:0042631, GO:0033743
comp7741_c0_seq1	GO:0005515, GO:0016021
comp7742_c0_seq1	GO:0005515, GO:0009987
comp7743_c0_seq1	GO:0003735, GO:0042254, GO:0005840, GO:0006412
comp7744_c0_seq1	GO:0016192, GO:0030131, GO:0005488, GO:0006886
comp7748_c0_seq1	GO:0005515, GO:0016021, GO:0031410
comp7750_c0_seq1	GO:0016021
comp7751_c0_seq1	GO:0004721, GO:0006470
comp7752_c0_seq1	GO:0005634, GO:0000491, GO:0048046, GO:0003674
comp7753_c0_seq1	GO:0006118, GO:0003954, GO:0055114
comp7755_c0_seq1	GO:0032040, GO:0009560, GO:0006364, GO:0005730, GO:0000741
comp7757_c0_seq1	GO:0005524, GO:0008568
comp7758_c0_seq1	GO:0005524, GO:0009069, GO:0005840, GO:0006468, GO:0035556, GO:0004697
comp7759_c0_seq1	GO:0004190, GO:0006508
comp7761_c0_seq1	GO:0003735, GO:0006354, GO:0042254, GO:0005840, GO:0006412
comp7763_c0_seq1	GO:0000287, GO:0004427, GO:0006119, GO:0005737
comp7764_c0_seq1	GO:0005524, GO:0009069, GO:0004674, GO:0018105, GO:0005622, GO:0035556
comp7768_c0_seq1	GO:0000166, GO:0003676, GO:0005739, GO:0009536
comp7769_c0_seq1	GO:0006325, GO:0005634, GO:0008270, GO:0035064
comp7771_c0_seq1	GO:0005747, GO:0031410
comp7772_c0_seq1	GO:0005515, GO:0080008
comp7773_c0_seq1	GO:0016779, GO:0008152, GO:0016021
comp7777_c0_seq1	GO:0090558, GO:0048731, GO:0005739, GO:0016020, GO:0010638, GO:0009653, GO:0048468, GO:0044238, GO:0044249, GO:0071704
comp7778_c0_seq1	GO:0003677, GO:0005667, GO:0003700, GO:0009630, GO:0006355, GO:0016246, GO:0006346
comp7779_c0_seq1	GO:0010020, GO:0051301, GO:0005524, GO:0005739, GO:0006508, GO:0007020, GO:0009941, GO:0016021, GO:0004176, GO:0004222, GO:0008568, GO:0006510
comp7781_c0_seq1	GO:0005515, GO:0000062
comp7782_c0_seq1	GO:0000122, GO:0005634, GO:0008270, GO:0008327, GO:0006346
comp7784_c0_seq1	GO:0009704, GO:0009813, GO:0010224, GO:0016787, GO:0009744
comp7785_c0_seq1	GO:0003677, GO:0043966, GO:0042967, GO:0035194, GO:0046872, GO:0070918, GO:0051171, GO:0008080, GO:0080090, GO:0031323
comp7786_c0_seq1	GO:0005739, GO:0098655, GO:0016021, GO:0008324
comp7787_c0_seq1	GO:0008270, GO:0005515, GO:0009536
comp7789_c0_seq1	GO:0004843, GO:0016579, GO:0005829, GO:0006511
comp7792_c0_seq1	GO:0006206, GO:0003899, GO:0006351, GO:0006144, GO:0005730
comp7793_c0_seq1	
comp7794_c0_seq1	GO:0005802, GO:0005768, GO:0016021, GO:0031410, GO:0005773, GO:0005886
comp7796_c0_seq1	GO:0009536
comp7797_c1_seq1	
comp7798_c0_seq1	GO:0008152, GO:0016874
comp7802_c0_seq1	GO:0005524, GO:0005515, GO:0016020, GO:0004672, GO:0006468
comp7803_c0_seq1	GO:0055085, GO:0005509, GO:0016021
comp7804_c0_seq1	GO:0005968, GO:0018344, GO:0004663, GO:0018342
comp7807_c0_seq1	GO:0005634, GO:0003735, GO:0006351, GO:0006355, GO:0005840, GO:0009734, GO:0005622, GO:0006412
comp7808_c0_seq1	GO:0016021, GO:0031410
comp7809_c0_seq1	
comp7811_c0_seq1	GO:0016020, GO:0015031
comp7812_c0_seq1	GO:0003735, GO:0035196, GO:0005739, GO:0051607, GO:0042254, GO:0005840, GO:0009536, GO:0010267
comp7813_c0_seq1	GO:0009570, GO:0005524, GO:0050521, GO:0019252, GO:0009365, GO:0005739, GO:0009941, GO:0009631, GO:0005983, GO:0007623, GO:0004673, GO:0018106
comp7814_c0_seq1	GO:0006351, GO:0000439, GO:0006289
comp7821_c0_seq1	GO:0005634, GO:0005667, GO:0003700, GO:0005515, GO:0005737, GO:0009741, GO:0006355
comp7822_c0_seq1	GO:0016020
comp7825_c0_seq1	GO:0006783, GO:0009644, GO:0006694, GO:0009637, GO:0009744, GO:0009509, GO:0005524, GO:0009507, GO:0010218, GO:0019288, GO:0050515, GO:0016310, GO:0010155, GO:0016114, GO:0010114
comp7826_c0_seq1	GO:0046983
comp7828_c0_seq1	GO:0006221, GO:0045747, GO:0007049
comp7829_c0_seq1	GO:0008270, GO:0005515
comp7830_c0_seq1	GO:0044085, GO:0009512, GO:0016021, GO:0016043, GO:0044237
comp7832_c0_seq1	GO:0009570, GO:0051752, GO:0005524, GO:2001070, GO:0019252, GO:0019200, GO:0046777, GO:0009664, GO:0005983, GO:0046835
comp7834_c0_seq1	GO:0009507, GO:0005515, GO:0006464, GO:0042991, GO:0016874
comp7838_c0_seq1	GO:0008270, GO:0019706, GO:0042967, GO:0016021
comp7839_c0_seq1	GO:0007032, GO:0007033, GO:0009793, GO:0009660, GO:0005770, GO:0042594, GO:0045324, GO:0005783, GO:0000578, GO:0005774, GO:0005488, GO:0006897, GO:0006623, GO:0051301, GO:0009959, GO:0005802, GO:0009638
comp7841_c0_seq1	GO:0032040, GO:0006364, GO:0005730
comp7844_c0_seq1	GO:0043231, GO:0016020, GO:0044444, GO:0016740
comp7845_c0_seq1	GO:0005515, GO:0017186, GO:0016021, GO:0016740, GO:0031348, GO:0005886, GO:0009723
comp7846_c0_seq1	GO:0031977, GO:0006098, GO:0010207, GO:0043085, GO:0005509, GO:0009654, GO:0006364, GO:0019898, GO:0009657, GO:0010103
comp7849_c0_seq1	GO:0055085, GO:0016021, GO:0005215
comp7850_c0_seq1	GO:0005667, GO:0003712, GO:0006355, GO:0006355
comp7851_c0_seq1	GO:0030091, GO:0006979, GO:0006464, GO:0008113, GO:0055114
comp7852_c0_seq1	GO:0008150, GO:0009507, GO:0016020, GO:0016021, GO:0009941, GO:0009536
comp7853_c0_seq1	GO:0006094, GO:0006096, GO:0004340, GO:0006013, GO:0006000, GO:0006012, GO:0046835, GO:0005982, GO:0008865, GO:0005985, GO:0005536, GO:0005524, GO:0051156, GO:0001678, GO:0019872, GO:0005829, GO:0019158
comp7855_c0_seq1	GO:0003677, GO:0003917, GO:0005694, GO:0006265
comp7856_c0_seq1	GO:0032955, GO:0005515
comp7857_c0_seq1	GO:0009705, GO:0006914, GO:0016021, GO:0046786
comp7860_c0_seq1	GO:0009570, GO:0009793, GO:0032790, GO:0042793, GO:0006364, GO:0005525, GO:0000023, GO:0005524, GO:0009902, GO:0003746, GO:0045893, GO:0003924, GO:0048046, GO:0048481, GO:0006098, GO:0009941, GO:0006354, GO:0005840, GO:0009845, GO:0006448, GO:0019252, GO:0010207, GO:0043085, GO:0005739, GO:0010027, GO:0010228, GO:0016226, GO:0035304
comp7863_c0_seq1	GO:0016482, GO:0005783, GO:0048193
comp7865_c0_seq1	GO:0046486, GO:0009341, GO:0006012, GO:0030246, GO:0004565, GO:0006027, GO:0006687
comp7866_c0_seq1	
comp7867_c0_seq1	GO:0007165, GO:0060151, GO:0044036, GO:0004871, GO:0009624, GO:0003774, GO:0005524, GO:0003779, GO:0016021, GO:0016461, GO:0030048, GO:0051646, GO:0010089, GO:0051645
comp7869_c0_seq1	GO:0000166, GO:0009826, GO:0009069, GO:0004674, GO:0018105, GO:0005622, GO:0035556, GO:0048868
comp7870_c0_seq1	GO:0000822, GO:0009734
comp7875_c0_seq1	GO:0006508, GO:0016021, GO:0004176, GO:0006510
comp7877_c0_seq1	GO:0006525, GO:0006560, GO:0009446, GO:0050126
comp7879_c0_seq1	GO:0005815, GO:0005737, GO:0005819
comp7880_c0_seq1	GO:0042967, GO:0008374, GO:0006629, GO:0016021, GO:0005783, GO:0005773
comp7881_c0_seq1	GO:0008283, GO:0009294, GO:0035265, GO:0042967, GO:0008023, GO:0010084, GO:0002098, GO:0000123, GO:0006357, GO:0006368, GO:0004402, GO:0010928, GO:0046872, GO:0033588, GO:2000025, GO:0005719, GO:0005829, GO:0016573, GO:0051604, GO:0051536
comp7882_c0_seq1	GO:0015994, GO:0006779, GO:0009534, GO:0009941, GO:0004729, GO:0055114
comp7884_c0_seq1	GO:0006626, GO:0010583, GO:0006118, GO:0005515, GO:0015035, GO:0009407, GO:0009055, GO:0005739, GO:0045454, GO:0055114
comp7885_c0_seq1	GO:0009536
comp7890_c0_seq1	GO:0000502, GO:0006511
comp7893_c0_seq1	
comp7895_c0_seq1	GO:0016070, GO:0003723
comp7898_c0_seq1	GO:0003723, GO:0005739, GO:0019288, GO:0009982, GO:1990481, GO:0006400
comp7899_c0_seq1	GO:0003735, GO:0042254, GO:0005762, GO:0006412
comp7900_c0_seq1	
comp7901_c0_seq1	GO:0044255, GO:0052689
comp7903_c0_seq1	GO:0070847, GO:0016592, GO:0001104, GO:0006357
comp7905_c0_seq1	
comp7907_c0_seq1	GO:0008373, GO:0016020, GO:0006486
comp7908_c0_seq1	GO:0007050, GO:0005634, GO:0045859, GO:0004861
comp7909_c0_seq1	GO:0016746, GO:0016021, GO:0006651, GO:0019432, GO:0005783, GO:0006655, GO:0005886, GO:0006301
comp7912_c0_seq1	GO:0045273, GO:0016021, GO:0031410, GO:0006099, GO:0005743, GO:0009536
comp7914_c0_seq1	GO:0048573, GO:0050265, GO:0000956, GO:0006487
comp7915_c0_seq1	GO:0001056, GO:0003677, GO:0006383, GO:0005666
comp7916_c0_seq1	GO:0005515
comp7921_c0_seq1	GO:0000386, GO:0071021, GO:0000350, GO:0046540, GO:0005682, GO:0071048
comp7922_c0_seq1	GO:0046983
comp7923_c0_seq1	GO:0008270, GO:0005515
comp7930_c0_seq1	GO:0051301, GO:0005634, GO:0005524, GO:0008353, GO:0051726, GO:0004693, GO:0051726, GO:0009069, GO:0006468
comp7932_c0_seq1	GO:0008152, GO:0016787
comp7934_c0_seq1	GO:0042967, GO:0006066, GO:0004026
comp7935_c0_seq1	GO:0009570, GO:0015995, GO:0042132, GO:0006000, GO:0006364, GO:0009773, GO:0009637, GO:0000023, GO:0009902, GO:0010218, GO:0010319, GO:0048046, GO:0030003, GO:0030388, GO:0010114, GO:0016117, GO:0070838, GO:0006094, GO:0032440, GO:0006098, GO:0006096, GO:0006013, GO:0004331, GO:0042742, GO:0005985, GO:0019252, GO:0046872, GO:0010207, GO:0043085, GO:0019253, GO:0010027, GO:0015976, GO:0035304
comp7936_c0_seq1	GO:0003677
comp7937_c0_seq1	GO:0009507, GO:0005515
comp7939_c0_seq1	GO:0005634, GO:0009909, GO:0009416
comp7940_c0_seq1	GO:0010181, GO:0016491, GO:0055114
comp7944_c0_seq1	GO:0003677, GO:0005524, GO:0043933, GO:0090558, GO:0009909, GO:0033043, GO:0048438, GO:0048449, GO:0044464, GO:0048468, GO:0048827
comp7946_c0_seq1	GO:0003825, GO:0004805, GO:0005992, GO:0016311, GO:0005982, GO:0005985
comp7947_c0_seq1	GO:0005515
comp7949_c0_seq1	GO:0016020
comp7950_c0_seq1	GO:0009707, GO:0010020, GO:0017009, GO:0051302, GO:0016021, GO:0016829, GO:0000302
comp7951_c0_seq1	GO:0003735, GO:0006826, GO:0009941, GO:0016021, GO:0042254, GO:0005840, GO:0006412
comp7952_c0_seq1	GO:0004190, GO:0005515, GO:0006508
comp7957_c0_seq1	GO:0008150, GO:0009507, GO:0003674
comp7960_c0_seq1	GO:0009641, GO:0009861, GO:0042752, GO:0009625, GO:0009867, GO:0042742, GO:0002237, GO:0009909, GO:0010218, GO:0048443, GO:0031146, GO:0019005, GO:0010118, GO:0050832, GO:0031348, GO:0010103
comp7961_c0_seq1	GO:0015995, GO:0005506, GO:0016705, GO:0031969, GO:0055114, GO:0010277, GO:0051537, GO:0009535
comp7964_c0_seq1	GO:0009507, GO:0009073, GO:0005515, GO:0009793, GO:0045036, GO:0010103, GO:0016226
comp7965_c0_seq1	
comp7968_c0_seq1	GO:0005618, GO:0006508, GO:0016021, GO:0004252, GO:0031410
comp7970_c0_seq1	GO:0016020
comp7971_c0_seq1	GO:0005524, GO:0046084, GO:0004638, GO:0046872, GO:0009320, GO:0004639, GO:0006189, GO:0016740
comp7972_c0_seq1	GO:0016021, GO:0005783
comp7973_c0_seq1	GO:0008270, GO:0005515
comp7975_c0_seq1	
comp7977_c0_seq1	GO:0051510, GO:0009408, GO:0005515, GO:0009560, GO:0009644, GO:0042542, GO:0006457, GO:0000741, GO:0034976
comp7979_c0_seq1	GO:0005634, GO:0005667, GO:0001085, GO:0000977, GO:0030154, GO:0001228, GO:0003682, GO:0045944, GO:0000785
comp7981_c0_seq1	GO:0000110, GO:0006308, GO:0006296, GO:1901255, GO:0000724, GO:0000712, GO:0003684, GO:0000014, GO:0003697
comp7983_c0_seq1	GO:0010215, GO:0031410, GO:0016049, GO:0031225
comp7985_c0_seq1	GO:0015940, GO:0019915, GO:0009651, GO:0080020, GO:0004140, GO:0009941, GO:0004595, GO:0006655, GO:0040007, GO:0051741, GO:0005634, GO:0005524, GO:0016021, GO:0019344, GO:0005829, GO:0010236, GO:0019288, GO:0019761, GO:0016310, GO:0032259
comp7986_c0_seq1	GO:0005524, GO:0009069, GO:0004674, GO:0006468
comp7991_c0_seq1	GO:0010087, GO:0033044, GO:0000911, GO:0043547, GO:0005802, GO:0009826, GO:0045595, GO:0045010, GO:0032509, GO:0030244, GO:0071555, GO:0010431, GO:0010311, GO:0010498, GO:0006094, GO:0007062, GO:0042803, GO:0010274, GO:0015860, GO:1903790, GO:0005086, GO:0010292, GO:0010072, GO:0048449, GO:0010090, GO:0048765, GO:0003002, GO:0048209, GO:0009942, GO:0001736, GO:0010228, GO:0032012, GO:0010540, GO:0015711
